Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Material de decoración (product.metafields.shopify.decoration-material),Formato de papel (product.metafields.shopify.paper-format),Tamaño de papel (product.metafields.shopify.paper-size),Características de la planta (product.metafields.shopify.plant-characteristics),Forma (product.metafields.shopify.shape),Espacio adecuado (product.metafields.shopify.suitable-space),Luz solar (product.metafields.shopify.sunlight),Forma de jarrón (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
boina-mini,Boina Mini,"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Las orquídeas deben recibir mucha luz, pero igual que en la naturaleza, debe ser de manera indirecta para evitar quemaduras solares. La planta debe ser regada solo una vez que el musgo se encuentre seco (cada 10 - 15 días dependiendo de su humedad). En caso de que haya un exceso en el riego, es importante retirar el agua sobrante. En invierno es recomendable regar entre las 11 y 14 hrs. Si la temperatura es menor a 15ºC, es mejor no regar.</p>
<p class=""p2"" data-mce-fragment=""1"">Una vez que todas sus flores se sequen, debes cortar los tallos justo por debajo de ellas, ya que esos serán los brotes del próximo año.<br></p>
<p class=""p2"" data-mce-fragment=""1""><span style=""color: #000000;""><em>Tip: Si tienes sustrato especial para orquídeas sugerimos (una vez que haya acabado su floración) abonarle unas gotitas cada dos semanas ;)</em></span></p>
<p class=""p2"" style=""text-align: center;"" data-mce-fragment=""1""><meta charset=""utf-8""><span style=""color: #808080;""><em>* El arreglo de las fotos es de tamaño '28 x 20 cms' aprox. / El envío no está incluido en este precio</em></span></p>",Las Lira,Uncategorized,"",orquideas,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,34000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/mini3.jpg?v=1683328437,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
boina-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_5246.heic?v=1707768230,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boina-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/mini1.jpg?v=1707768230,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boina-mini,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/mini2.jpg?v=1707768230,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-2l-f,MEI 2L (F),"<meta charset=""utf-8"">
<p class=""p1"" data-mce-fragment=""1"">Las orquídeas deben recibir mucha luz, pero igual que en la naturaleza, debe ser de manera indirecta para evitar quemaduras solares. La planta debe ser regada solo una vez que el musgo se encuentre seco (cada 10 - 15 días dependiendo de su humedad). En caso de que haya un exceso en el riego, es importante retirar el agua sobrante. En invierno es recomendable regar entre 11 y 14 hrs. Si la temperatura es menor a 15ºC, es mejor no regar.</p>
<p class=""p2"" data-mce-fragment=""1"">La floración es una vez al año y puede durar entre 2 a 4 meses. Una vez que todas sus flores se sequen, debes cortar los tallos justo por debajo de ellas, ya que esos serán los brotes del próximo año.<br></p>
<p class=""p2"" data-mce-fragment=""1""><span style=""color: #000000;""><em>Tip: Si tienes sustrato especial para orquídeas sugerimos (una vez que haya acabado su floración) abonarle unas gotitas cada dos semanas ;)</em></span></p>",Las Lira,,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,80000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/orq1.jpg?v=1683328028,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
mei-2l-f,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/orq2.jpg?v=1683328029,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarylis-en-brisero-r,Amarylis en Brisero - Rojo,"<meta charset=""utf-8"">
<p><span data-mce-fragment=""1"">Pasada su floración debes trasplantarlos a tierra o a un macetero con drenaje (con un hoyo) y así podrán florecer cada año si quedan en un lugar óptimo para su desarrollo. Para su mejor duración debes mantenerlos en lugares frescos -nunca con luz directa o cerca de una fuente de calor- y el riego depende de la humedad de la tierra. ¡Disfruta del espectáculo!</span></p>
<p style=""text-align: center;""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '50 x 15 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Home & Garden > Plants > Seeds > Plant & Flower Bulbs,Flores,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,38000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/AMA1.jpg?v=1683327873,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
amarylis-en-brisero-r,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/ama2.jpg?v=1683327874,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amarylis-en-brisero-r,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/ama3.jpg?v=1683327873,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasto,Matero Glasto,"<p> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> </p>
<p><span style=""color: #b3b3b3;""><em>* El arreglo de las fotos es de tamaño '40 x 40 cms' / El envío no está incluido en este precio</em></span></p>",Las Lira,Uncategorized,"",Arreglos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,87000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Joker.jpg?v=1747756183,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
citrus-garden,Citrus Moon,"<p> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> </p>
<p><span style=""color: #b3b3b3;""><em>* El arreglo de las fotos es de tamaño '60 x 60 cms' / El envío no está incluido en este precio</em></span></p>",Las Lira,Uncategorized,"",Arreglos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,148000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/CitrusGarden.jpg?v=1683318784,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
tulipanes-milan-x30,Tulipanes Milán x30,"<meta charset=""utf-8"">
<p>Los tulipanes son flores que curiosamente aún después de ser cortadas siguen creciendo. Así es, su tallo se continúa desarrollando post corte, por lo que probablemente tu arreglo irá cambiando de forma. A nosotras nos gusta ese cambio, pero si ese no fuera tu caso, siempre puedes cortarles un poco su tallo y aprovechar de cambiarles el agua. ¡Ojo que son muy sedientas! Mantenlas siempre hidratadas, no las dejes en lugares calurosos y evita la luz directa del sol ;)</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #808080;"">* El arreglo de las fotos lleva 30 varas, consulta las opciones de colores disponibles / El envío no está incluido en este precio</span></p>",Las Lira,,"",Arreglos,false,Color,Naranjo,,,,,,,,"",0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T30.1.jpg?v=1683314667,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.42_ad4efadf-d919-4b99-b920-bf37a82f452e.png?v=1714163991,kg,,,draft
tulipanes-milan-x30,,,,,,,,,Morado,,,,,,,,"",0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T30.2.jpg?v=1683314667,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.32.20_6b200e37-1652-4b74-8faf-7ecf90d7e652.png?v=1714164012,kg,,,
tulipanes-milan-x30,,,,,,,,,Rosado,,,,,,,,"",0.0,shopify,deny,manual,65000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T30.3.jpg?v=1683314667,3,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.31_896d26c7-b2ad-4bc4-8d57-11d22d8b4644.png?v=1714164077,kg,,,
tulipanes-milan-x30,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.42_ad4efadf-d919-4b99-b920-bf37a82f452e.png?v=1714163991,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-milan-x30,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.32.20_6b200e37-1652-4b74-8faf-7ecf90d7e652.png?v=1714164012,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-milan-x30,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.31_896d26c7-b2ad-4bc4-8d57-11d22d8b4644.png?v=1714164077,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-en-vidrio-x20,Tulipanes Milán x20,"<p>Los tulipanes son flores que curiosamente aún después de ser cortadas siguen creciendo. Así es, su tallo se continúa desarrollando post corte, por lo que probablemente tu arreglo irá cambiando de forma. A nosotras nos gusta ese cambio, pero si ese no fuera tu caso, siempre puedes cortarles un poco su tallo y aprovechar de cambiarles el agua. ¡Ojo que son muy sedientas! Mantenlas siempre hidratadas, no las dejes en lugares calurosos y evita la luz directa del sol ;)</p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #808080;"">* El arreglo de las fotos lleva 20 varas, consulta las opciones de colores disponibles / El envío no está incluido en este precio</span></p>",Las Lira,,"",Arreglos,false,Color,Naranjo,,,,,,,,"",0.0,shopify,deny,manual,48000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T20.1.jpg?v=1683314034,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.42.png?v=1714163701,kg,,,draft
tulipanes-en-vidrio-x20,,,,,,,,,Rosado,,,,,,,,"",0.0,shopify,deny,manual,48000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T20.2.jpg?v=1683314033,2,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Capturadepantalla2024-04-26ala_s_16.32.20.png?v=1714163567,kg,,,
tulipanes-en-vidrio-x20,,,,,,,,,Rojo,,,,,,,,"",0.0,shopify,deny,manual,48000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/T20.3.jpg?v=1683314033,3,"",,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.31_6a8121f0-60ab-43fc-8753-5913fc48a0e8.png?v=1714163727,kg,,,
tulipanes-en-vidrio-x20,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/tulipan-naranja-pjdo8dq7qd11oqebgn5npf6ujcge9ga4zgbn2l0yuo_02136bd3-b55f-4c54-b0bd-286ed7002b18.jpg?v=1683839517,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-en-vidrio-x20,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/tulipan-rosado-pjdo8dq7qd11oqebgn5npf6ujcge9ga4zgbn2l0yuo_ea5b1c00-33e8-49f1-b8a1-dc07584470e5.jpg?v=1683839546,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-en-vidrio-x20,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Capturadepantalla2024-04-26ala_s_16.32.20.png?v=1714163567,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-en-vidrio-x20,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.42.png?v=1714163701,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tulipanes-en-vidrio-x20,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/Captura_de_pantalla_2024-04-26_a_la_s_16.34.31_6a8121f0-60ab-43fc-8753-5913fc48a0e8.png?v=1714163727,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-bloom,Royal Bloom,"<p>Simple y elegante, con este arreglo te vas a la segura. El lilium es una flor que podríamos decir tiene muy buena duración, siempre les viene bien sacarlas por la noche para tomar aire fresco. Fíjate de tenerlas bien hidratas, no necesariamente debes llenar el florero con agua pero que sus tallos siempre estén en contacto con el agua.</p>
<p> </p>
<p style=""text-align: center;""><meta charset=""utf-8""><span style=""color: #808080;"">* El arreglo de las fotos es de tamaño '90 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,,"",Dia de la madre,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,60000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/RoyalBloom3.jpg?v=1683312810,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
royal-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/RoyalBloom2.jpg?v=1683312811,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/RoyalBloom1.jpg?v=1683312811,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iris,Iris Milán,"<meta charset=""utf-8""><span>¡Poner atención de que estén suficientemente hidratadas! Siempre es bueno sacarlas por la noche para que se refresquen y duren más debido a las calefacciones de las casas. Nunca poner el arreglo bajo el sol, cambia el agua del florero seguido y cada vez que lo hagas aprovecha de cortar un poco el tallo para asegurarte de que succionen de manera eficiente.</span>",Las Lira,Uncategorized,"",Arreglos,true,Color,Azul,,,,,,,,"",0.0,shopify,deny,manual,64000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/1copia.jpg?v=1683233018,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
iris,,,,,,,,,Blanco,,,,,,,,"",0.0,shopify,deny,manual,64000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/2copia.jpg?v=1683233024,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
iris,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/files/3copia.jpg?v=1683233030,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutteto-moon,Frutteto Moon,"<p> </p>
<p><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br><br>Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p> </p>
<p style=""text-align: center;""><span style=""color: #b3b3b3;"">* El arreglo de las fotos es de tamaño '60 x 60 cms' / El envío no está incluido en este precio</span></p>",Las Lira,Uncategorized,"",Arreglos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,148000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/files/IMG_2592.jpg?v=1683232321,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
cantaro,Cántaro,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Recuerda checkear que siempre esté con agua y nunca es malo ir cambiándola. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> </p>
<div style=""text-align: center;""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '45 x 35 cms' / El envío no está incluido en este precio</span></div>",Las Lira,,"",Arreglos,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,43000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0801.jpg?v=1674238387,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,21000,draft
cantaro,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0792.jpg?v=1674238388,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cantaro,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0795.jpg?v=1674238387,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cubo-andino,Cubo Andino,"<meta charset=""utf-8"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Puedes consultar el colorido de alstromerias para elegir </em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<span data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '30 x 25 cms' / El envío no está incluido en este precio</span>",Las Lira,Uncategorized,"",Arreglos,false,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,38000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0786.jpg?v=1674229673,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,12500,draft
cubo-andino,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0779.jpg?v=1674229673,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei-bologna,MEI Bologna,"<p> </p>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Las flores pueden variar debido a las temporadas, se mantiene siempre el colorido</em><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Para que tu arreglo tenga una vida útil más larga te recomendamos sacarlo por las noches a un lugar frío, porque en general el calor y la falta de agua son el gran enemigo de las flores de corte. Para este último punto, debes checkear con tu dedo que el OASIS (material en donde se acomodan las flores) esté siempre mojado. Ahora, ¿cómo hidratarlas? Nunca debes ""regar"" las flores por encima, sino que hacer un espacio para que el agua -con tu regadera o botella- llegue directamente al OASIS. Retira las flores que estén moribundas, así evitas la acumulación de bacterias y las que quedan se verán más frescas.</p>
<p data-mce-fragment=""1""> <br data-mce-fragment=""1""></p>
<div style=""text-align: center;""><span style=""color: #b3b3b3;"" data-mce-fragment=""1"">* El arreglo de las fotos es de tamaño '40 x 50 cms' / El envío no está incluido en este precio</span></div>",Las Lira,Uncategorized,"",Arreglos,true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,98000,,true,false,"",https://cdn.shopify.com/s/files/1/0576/8717/9448/products/IMG_0615.jpg?v=1674227341,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,kg,,48200,active
